Publication Date,Title,Link
9/24/2010,"Northwest Museum of Arts & Culture, Spokane, WA",https://www.federalregister.gov/documents/2010/09/24/2010-23921/notice-of-intent-to-repatriate-cultural-items-northwest-museum-of-arts-and-culture-spokane-wa
9/24/2010,"Thomas Gilcrease Institute of American History and Art, Tulsa, OK",https://www.federalregister.gov/documents/2010/09/24/2010-23930/notice-of-intent-to-repatriate-cultural-items-thomas-gilcrease-institute-of-american-history-and-art
9/20/2010,"Oshkosh Public Museum, Oshkosh, WI",https://www.federalregister.gov/documents/2010/09/20/2010-23406/notice-of-intent-to-repatriate-a-cultural-item-oshkosh-public-museum-oshkosh-wi
8/25/2010,"Memphis Pink Palace Museum, Memphis, TN",https://www.federalregister.gov/documents/2010/08/25/2010-21191/notice-of-intent-to-repatriate-cultural-items-memphis-pink-palace-museum-memphis-tn
8/24/2010,"University of Montana, Missoula, MT",https://www.federalregister.gov/documents/2010/08/24/2010-20942/notice-of-intent-to-repatriate-cultural-items-university-of-montana-missoula-mt
8/24/2010,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2010/08/24/2010-20951/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il
8/3/2010,"Taylor Museum of the Colorado Springs Fine Arts Center, Colorado Springs, CO",https://www.federalregister.gov/documents/2010/08/03/2010-18997/notice-of-intent-to-repatriate-a-cultural-item-taylor-museum-of-the-colorado-springs-fine-arts
7/29/2010,"U.S. Department of Agriculture, Forest Service, Coconino National Forest, Flagstaff, AZ, and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2010/07/29/2010-18435/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-coconino
7/28/2010,"U.S. Department of Agriculture, Forest Service, Coconino National Forest, Flagstaff, AZ, and American Museum of Natural History, New York City, NY",https://www.federalregister.gov/documents/2010/07/28/2010-18434/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-coconino
7/20/2010,"High Desert Museum, Bend, OR",https://www.federalregister.gov/documents/2010/07/20/2010-17478/notice-of-intent-to-repatriate-cultural-items-high-desert-museum-bend-or
7/19/2010,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC and Wisconsin Historical Society, Museum Division, Madison, WI",https://www.federalregister.gov/documents/2010/07/19/2010-17476/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs
6/28/2010,"Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2010/06/28/2010-15602/notice-of-intent-to-repatriate-cultural-items-rochester-museum-and-science-center-rochester-ny
6/28/2010,"University of Hawai`i at Manoa, Honolulu, HI",https://www.federalregister.gov/documents/2010/06/28/2010-15598/notice-of-intent-to-repatriate-a-cultural-item-university-of-hawaii-at-manoa-honolulu-hi
6/24/2010,"California Department of Parks and Recreation, Sacramento, CA",https://www.federalregister.gov/documents/2010/06/24/2010-15287/notice-of-intent-to-repatriate-cultural-items-california-department-of-parks-and-recreation
6/24/2010,"U.S. Department of Defense, Army Corps of Engineers, Walla Walla District, Walla Walla, WA and Museum of Anthropology, Washington State University, Pullman, WA",https://www.federalregister.gov/documents/2010/06/24/2010-15379/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-corps-of-engineers-walla
6/1/2010,"University of Idaho, Alfred W. Bowers Laboratory of Anthropology, Moscow, ID",https://www.federalregister.gov/documents/2010/06/01/2010-13062/notice-of-intent-to-repatriate-cultural-items-university-of-idaho-alfred-w-bowers-laboratory-of
5/12/2010,"U.S. Department of Defense, Army Corps of Engineers, Walla Walla District, Walla Walla, WA and Museum of Anthropology, Washington State University, Pullman, WA",https://www.federalregister.gov/documents/2010/05/12/2010-11352/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-defense-army-corps-of-engineers
5/7/2010,"Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2010/05/07/2010-10371/notice-of-intent-to-repatriate-cultural-items-rochester-museum-and-science-center-rochester-ny
5/7/2010,"Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2010/05/07/2010-10787/notice-of-intent-to-repatriate-cultural-items-rochester-museum-and-science-center-rochester-ny
5/4/2010,"U.S. Department of the Interior, Bureau of Reclamation, Phoenix Area Office, Phoenix, AZ, and Huhugam Heritage Center, Gila River Indian Community, AZ",https://www.federalregister.gov/documents/2010/05/04/2010-10378/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-reclamation
5/4/2010,"Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2010/05/04/2010-10368/notice-of-intent-to-repatriate-cultural-items-rochester-museum-and-science-center-rochester-ny
5/4/2010,"Virginia Museum of Fine Arts, Richmond, VA",https://www.federalregister.gov/documents/2010/05/04/2010-10365/notice-of-intent-to-repatriate-a-cultural-item-virginia-museum-of-fine-arts-richmond-va
5/4/2010,"Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2010/05/04/2010-10376/notice-of-intent-to-repatriate-a-cultural-item-rochester-museum-and-science-center-rochester-ny
5/4/2010,"Rochester Museum & Science Center, Rochester, NY",https://www.federalregister.gov/documents/2010/05/04/2010-10364/notice-of-intent-to-repatriate-a-cultural-item-rochester-museum-and-science-center-rochester-ny
4/1/2010,"Northwest Museum Whitman College, Walla Walla, WA",https://www.federalregister.gov/documents/2010/04/01/2010-7252/notice-of-intent-to-repatriate-cultural-items-northwest-museum-whitman-college-walla-walla-wa
3/25/2010,"U.S. Department of the Interior, National Park Service, Grand Teton National Park, Moose, WY",https://www.federalregister.gov/documents/2010/03/25/2010-6562/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
3/25/2010,"U.S. Department of the Interior, National Park Service, Grand Teton National Park, Moose, WY",https://www.federalregister.gov/documents/2010/03/25/2010-6563/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
3/25/2010,"Western Reserve Historical Society, Cleveland, OH",https://www.federalregister.gov/documents/2010/03/25/2010-6573/notice-of-intent-to-repatriate-cultural-items-western-reserve-historical-society-cleveland-oh
3/11/2010,"Museum of Northern Arizona, Flagstaff, AZ",https://www.federalregister.gov/documents/2010/03/11/2010-5167/notice-of-intent-to-repatriate-cultural-items-museum-of-northern-arizona-flagstaff-az
3/4/2010,"The Cleveland Museum of Natural History, Cleveland, OH",https://www.federalregister.gov/documents/2010/03/04/2010-4291/notice-of-intent-to-repatriate-a-cultural-item-the-cleveland-museum-of-natural-history-cleveland-oh
3/2/2010,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2010/03/02/2010-4213/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
2/25/2010,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2010/02/25/2010-3767/notice-of-intent-to-repatriate-a-cultural-item-peabody-museum-of-archaeology-and-ethnology-harvard
2/25/2010,"Stephen F. Austin State University, Nacogdoches, TX",https://www.federalregister.gov/documents/2010/02/25/2010-3768/notice-of-intent-to-repatriate-cultural-items-stephen-f-austin-state-university-nacogdoches-tx
2/1/2010,"University of Nebraska State Museum, University of Nebraska-Lincoln, Lincoln, NE",https://www.federalregister.gov/documents/2010/02/01/2010-2018/notice-of-intent-to-repatriate-cultural-items-university-of-nebraska-state-museum-university-of
1/5/2010,"Seton Hall University Museum, Seton Hall University, South Orange, NJ",https://www.federalregister.gov/documents/2010/01/05/E9-31223/notice-of-intent-to-repatriate-a-cultural-item-seton-hall-university-museum-seton-hall-university
1/5/2010,"Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA",https://www.federalregister.gov/documents/2010/01/05/E9-31220/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum
12/9/2009,"Amherst College Museum of Natural History, Amherst College, Amherst, MA",https://www.federalregister.gov/documents/2009/12/09/E9-29289/notice-of-intent-to-repatriate-cultural-items-amherst-college-museum-of-natural-history-amherst
12/9/2009,"Paul H. Karshner Memorial Museum, Puyallup, WA",https://www.federalregister.gov/documents/2009/12/09/E9-29290/notice-of-intent-to-repatriate-cultural-items-paul-h-karshner-memorial-museum-puyallup-wa
12/9/2009,"Denver Museum of Nature & Science, Denver, CO",https://www.federalregister.gov/documents/2009/12/09/E9-29299/notice-of-intent-to-repatriate-cultural-items-denver-museum-of-nature-and-science-denver-co
11/13/2009,"The Oregon Historical Society, Portland, OR",https://www.federalregister.gov/documents/2009/11/13/E9-27235/notice-of-intent-to-repatriate-a-cultural-item-the-oregon-historical-society-portland-or
10/28/2009,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2009/10/28/E9-25966/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
10/28/2009,"San Diego Museum of Man, San Diego, CA",https://www.federalregister.gov/documents/2009/10/28/E9-25965/notice-of-intent-to-repatriate-a-cultural-item-san-diego-museum-of-man-san-diego-ca
10/13/2009,"Maryhill Museum of Art, Goldendale, WA",https://www.federalregister.gov/documents/2009/10/13/E9-24595/notice-of-intent-to-repatriate-cultural-items-maryhill-museum-of-art-goldendale-wa
9/22/2009,"Illinois State Museum, Springfield, IL",https://www.federalregister.gov/documents/2009/09/22/E9-22781/notice-of-intent-to-repatriate-a-cultural-item-illinois-state-museum-springfield-il
9/22/2009,"Paul H. Karshner Memorial Museum, Puyallup, WA",https://www.federalregister.gov/documents/2009/09/22/E9-22751/notice-of-intent-to-repatriate-a-cultural-item-paul-h-karshner-memorial-museum-puyallup-wa
9/15/2009,"Department of Natural Resources, Des Moines, IA and Office of the State Archaeologist, Iowa City, IA",https://www.federalregister.gov/documents/2009/09/15/E9-22212/notice-of-intent-to-repatriate-cultural-items-department-of-natural-resources-des-moines-ia-and
9/15/2009,"U.S. Department of the Interior, National Park Service, Tumacacori National Historical Park, Tumacacori, AZ",https://www.federalregister.gov/documents/2009/09/15/E9-22222/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-the-interior-national-park-service
8/25/2009,"The Public Museum, Grand Rapids, MI",https://www.federalregister.gov/documents/2009/08/25/E9-20488/notice-of-intent-to-repatriate-cultural-items-the-public-museum-grand-rapids-mi
8/25/2009,"Milwaukee Public Museum, Milwaukee, WI",https://www.federalregister.gov/documents/2009/08/25/E9-20482/notice-of-intent-to-repatriate-cultural-items-milwaukee-public-museum-milwaukee-wi
8/25/2009,"Milwaukee Public Museum, Milwaukee, WI",https://www.federalregister.gov/documents/2009/08/25/E9-20484/notice-of-intent-to-repatriate-cultural-items-milwaukee-public-museum-milwaukee-wi
7/24/2009,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2009/07/24/E9-17668/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
7/24/2009,"U.S. Department of Defense, Army Corps of Engineers, Walla Walla District, Walla Walla, WA and Museum of Anthropology, Washington State University, Pullman, WA",https://www.federalregister.gov/documents/2009/07/24/E9-17667/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-army-corps-of-engineers-walla
7/7/2009,"Bishop Museum, Honolulu, HI",https://www.federalregister.gov/documents/2009/07/07/E9-16023/notice-of-intent-to-repatriate-cultural-items-bishop-museum-honolulu-hi
6/18/2009,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2009/06/18/E9-14297/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
5/27/2009,"U.S. Department of the Interior, National Park Service, Hawaii Volcanoes National Park, Hawaii National Park, HI; Correction",https://www.federalregister.gov/documents/2009/05/27/E9-12286/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
5/27/2009,"Maryhill Museum of Art, Goldendale, WA; Correction",https://www.federalregister.gov/documents/2009/05/27/E9-12258/notice-of-intent-to-repatriate-cultural-items-maryhill-museum-of-art-goldendale-wa-correction
